word,pos,assigned_cefr,level_source,assigned_level_frequency,total_frequency,crf_A1,crf_A2,crf_B1,crf_B2,crf_C1,crf_C2,crf_total,beacco_A1,beacco_A2,beacco_B1,beacco_B2,beacco_C1,beacco_C2,beacco_total,beacco_level,match_method,crf_word,crf_pos,beacco_word,beacco_pos,normalized_word,normalized_pos,crf_source_row,beacco_source_row
baby-sitter,NOUN,B2,beacco,0.0,0.9977,,,,,,,,1.2635,0.0,0.0,0.0,12.0009,0.0,0.9977,B2,beacco_only,,,baby-sitter,NOM,baby-sitter,NOUN,,1187.0
impatiemment,ADV,B2,beacco,0.0,0.9969,0.0,1.1107,0.6122,0.0,0.0,0.0,0.9969,0.0,0.606,0.4317,0.0,0.0,0.0,0.6741,B2,word_pos,impatiemment,ADV,impatiemment,ADV,impatiemment,ADV,8254,6456.0
gisement,NOUN,B2,beacco,0.0,0.9953,0.0,0.0,1.809,0.0,6.2023,0.0,0.9953,0.0,0.0,3.1463,0.0,6.0005,0.0,1.3165,B2,word_pos,gisement,N,gisement,NOM,gisement,NOUN,7427,5781.0
agronomique,ADJ,B2,beacco,0.0,0.9945,0.0,0.0,0.0,0.0,6.2023,10.2933,0.9945,0.0,0.0,0.0,0.0,6.0005,4.0185,0.7219,B2,word_pos,agronomique,A,agronomique,ADJ,agronomique,ADJ,357,315.0
panoplie,NOUN,B2,beacco,0.0,0.9943,0.0,0.2117,0.4809,0.0,0.0,6.4938,0.9943,0.0,0.4157,0.4665,0.0,0.0,12.833,1.3333,B2,word_pos,panoplie,N,panoplie,NOM,panoplie,NOUN,11512,9148.0
foetus,NOUN,B2,beacco,0.0,0.9936,0.0,0.0,0.0,0.0,29.7295,0.0,0.9936,0.0,0.0,0.0,0.0,20.024,0.0,0.7219,B2,word_pos,foetus,N,foetus,NOM,foetus,NOUN,6945,5620.0
artisanat,NOUN,B2,beacco,0.0,0.9916,2.01,0.2114,0.0,0.0,0.0,9.6228,0.9916,0.9051,0.6008,0.0,0.0,0.0,19.328,0.7367,B2,word_pos,artisanat,N,artisanat,NOM,artisanat,NOUN,1010,838.0
incompréhensible,ADJ,B2,beacco,0.0,0.9914,0.0,0.0,0.4732,0.0,6.4168,0.0,0.9914,0.0,0.0,0.438,0.0,3.4423,0.0,0.7154,B2,word_pos,incompréhensible,A,incompréhensible,ADJ,incompréhensible,ADJ,8399,6595.0
estomac,NOUN,B2,beacco,0.0,0.9904,0.0,0.285,0.1812,0.0,1.6042,0.0,0.9904,0.0,0.2891,0.37,0.0,3.4423,0.0,1.7873,B2,word_pos,estomac,N,estomac,NOM,estomac,NOUN,6353,4862.0
massacrer,VERB,B2,beacco,0.0,0.9892,0.0,1.6044,0.3765,0.0,0.0,0.0,0.9892,0.0,0.6228,0.3933,0.0,0.0,0.0,0.6695,B2,word_pos,massacrer,V,massacrer,VER,massacrer,VERB,9991,7916.0
mouvant,ADJ,B2,beacco,0.0,0.9873,0.0,0.0,0.6228,0.0,4.8126,0.0,0.9873,0.0,0.0,0.3906,0.0,3.4423,0.0,0.6556,B2,word_pos,mouvant,A,mouvant,ADJ,mouvant,ADJ,10512,8354.0
whisky,NOUN,B2,beacco,0.0,0.9871,0.0,0.9626,0.6228,0.0,0.0,0.0,0.9871,0.0,0.6228,0.3906,0.0,0.0,0.0,0.6689,B2,word_pos,whisky,N,whisky,NOM,whisky,NOUN,17100,13748.0
provisoire,ADJ,B2,beacco,0.0,0.9865,0.0,0.3209,0.0,0.0,1.6042,19.4814,0.9865,0.0,0.6228,0.0,0.0,3.4423,0.0,0.6891,B2,word_pos,provisoire,A,provisoire,ADJ,provisoire,ADJ,12822,10237.0
invraisemblable,ADJ,B2,beacco,0.0,0.986,0.0,0.2599,0.4732,0.0,1.6042,0.0,0.986,0.0,0.5213,0.438,0.0,3.4423,0.0,1.4127,B2,word_pos,invraisemblable,A,invraisemblable,ADJ,invraisemblable,ADJ,8895,7059.0
téter,VERB,B2,beacco,0.0,0.9849,7.458,0.0,0.2916,0.0,0.0,0.0,0.9849,0.6291,0.6111,0.5531,0.0,0.0,0.0,1.2739,B2,word_pos,téter,V,téter,VER,téter,VERB,16504,13267.0
bouleversant,ADJ,B2,beacco,0.0,0.9833,0.0,0.0,5.4185,0.0,0.0,0.0,0.9833,0.0,0.0,3.4688,0.0,0.0,0.0,0.6561,B2,word_pos,bouleversant,A,bouleversant,ADJ,bouleversant,ADJ,2085,1603.0
golfe,NOUN,B2,beacco,0.0,0.9833,0.0,0.0,5.4185,0.0,0.0,0.0,0.9833,0.0,0.0,3.4688,0.0,0.0,0.0,0.6561,B2,word_pos,golfe,N,golfe,NOM,golfe,NOUN,7471,5815.0
emballer,VERB,B2,beacco,0.0,0.9828,0.0,0.2117,0.0,0.0,6.2023,9.6228,0.9828,0.0,0.4157,0.0,0.0,6.0005,19.328,0.9563,B2,word_pos,emballer,V,emballer,VER,emballer,VERB,5707,4522.0
melon,NOUN,B2,beacco,0.0,0.9826,1.9862,0.6619,0.0,0.0,0.0,0.0,0.9826,3.7906,0.4258,0.0,0.0,0.0,0.0,1.5342,B2,word_pos,melon,N,melon,NOM,melon,NOUN,10071,7985.0
savane,NOUN,B2,beacco,0.0,0.9825,0.0,0.0,0.2366,0.0,15.5058,0.0,0.9825,0.0,0.0,0.438,0.0,6.0005,0.0,0.7202,B2,word_pos,savane,N,savane,NOM,savane,NOUN,14518,11750.0
zébrer,VERB,B2,beacco,0.0,0.9825,0.0,0.0,0.2366,0.0,15.5058,0.0,0.9825,0.0,0.0,0.438,0.0,6.0005,0.0,0.7202,B2,word_pos,zébrer,V,zébrer,VER,zébrer,VERB,17132,13769.0
faction,NOUN,B2,beacco,0.0,0.9811,0.0,0.0,5.2056,0.0,0.0,0.0,0.9811,0.0,0.0,3.1766,0.0,0.0,0.0,0.675,B2,word_pos,faction,N,faction,NOM,faction,NOUN,6595,5064.0
logis,NOUN,B2,beacco,0.0,0.9803,1.1385,0.0,0.8162,0.0,0.0,0.0,0.9803,1.1764,0.0,0.8634,0.0,0.0,0.0,0.9941,B2,word_pos,logis,N,logis,NOM,logis,NOUN,9533,7518.0
électrode,NOUN,B2,beacco,0.0,0.9803,0.0,0.0,0.6228,0.0,6.1515,0.0,0.9803,0.0,0.0,0.3906,0.0,4.139,0.0,0.6261,B2,word_pos,électrode,N,électrode,NOM,électrode,NOUN,17539,13942.0
séparément,ADV,B2,beacco,0.0,0.9785,0.0,0.0,2.8989,0.0,3.1012,0.0,0.9785,0.0,0.0,3.5957,0.0,6.0005,0.0,1.561,B2,word_pos,séparément,ADV,séparément,ADV,séparément,ADV,15551,12606.0
préventif,ADJ,B2,beacco,0.0,0.9766,0.5025,0.0,0.2076,0.0,6.2023,0.0,0.9766,0.9051,0.0,0.3906,0.0,6.0005,0.0,1.4524,B2,word_pos,préventif,A,préventif,ADJ,préventif,ADJ,12958,10359.0
éloignement,NOUN,B2,beacco,0.0,0.972,0.0,0.0,0.7236,0.0,9.8488,0.0,0.972,0.0,0.0,0.6378,0.0,20.024,0.0,1.5619,B2,word_pos,éloignement,N,éloignement,NOM,éloignement,NOUN,17562,13963.0
amusement,NOUN,B2,beacco,0.0,0.9712,0.0,0.0,5.7042,0.0,0.0,0.0,0.9712,0.0,0.0,3.5101,0.0,0.0,0.0,0.665,B2,word_pos,amusement,N,amusement,NOM,amusement,NOUN,604,510.0
scientifiquement,ADV,B2,beacco,0.0,0.9704,0.0,0.0,4.9759,0.0,0.0,0.0,0.9704,0.0,0.0,9.6219,0.0,0.0,0.0,1.9551,B2,word_pos,scientifiquement,ADV,scientifiquement,ADV,scientifiquement,ADV,14561,11785.0
diplomatique,ADJ,B2,beacco,0.0,0.9703,0.5025,0.0,1.4582,0.0,0.0,0.0,0.9703,0.9051,0.0,0.5531,0.0,0.0,19.328,1.4995,B2,word_pos,diplomatique,A,diplomatique,ADJ,diplomatique,ADJ,4761,3744.0
conditionner,VERB,B2,beacco,0.0,0.9633,0.4421,0.0,0.0,0.0,6.2023,6.4938,0.9633,0.9121,0.0,0.0,0.0,6.0005,12.833,1.1112,B2,word_pos,conditionner,V,conditionner,VER,conditionner,VERB,3560,2856.0
bouffer,VERB,B2,beacco,0.0,0.9631,0.0,0.0,5.2526,0.0,0.0,0.0,0.9631,0.0,0.0,3.4815,0.0,0.0,0.0,0.6697,B2,word_pos,bouffer,V,bouffer,VER,bouffer,VERB,2063,1582.0
wolof,NOUN,B2,beacco,0.0,0.9606,0.6621,0.0,0.0,0.0,0.0,57.7365,0.9606,1.2635,0.0,0.0,0.0,0.0,19.328,0.5035,B2,word_pos,wolof,N,wolof,NOM,wolof,NOUN,17102,13750.0
émotif,ADJ,B2,beacco,0.0,0.9603,0.0,0.8456,0.0,0.0,0.0,28.8683,0.9603,0.0,0.6008,0.0,0.0,0.0,19.328,0.6469,B2,word_pos,émotif,A,émotif,ADJ,émotif,ADJ,17609,14003.0
minerai,NOUN,B2,beacco,0.0,0.9602,0.0,0.2035,1.4582,0.0,0.0,0.0,0.9602,0.0,0.3851,0.5531,0.0,0.0,0.0,0.5668,B2,word_pos,minerai,N,minerai,NOM,minerai,NOUN,10232,8116.0
compétitivité,NOUN,B2,beacco,0.0,0.9585,0.0,0.0,0.3618,0.0,0.0,43.6102,0.9585,0.0,0.0,0.6378,0.0,0.0,12.833,0.7115,B2,word_pos,compétitivité,N,compétitivité,NOM,compétitivité,NOUN,3493,2795.0
ermitage,NOUN,B2,beacco,0.0,0.9582,0.0,0.0,5.1204,0.0,0.0,0.0,0.9582,0.0,0.0,0.4662,2.2839,0.0,0.0,0.9621,B2,word_pos,ermitage,N,ermitage,NOM,ermitage,NOUN,6278,4798.0
alerter,VERB,B2,beacco,0.0,0.9581,0.0,0.3209,0.6802,0.0,3.1012,0.0,0.9581,0.0,0.6228,0.5857,0.0,6.0005,0.0,1.5098,B2,word_pos,alerter,V,alerter,VER,alerter,VERB,447,388.0
rendormir,VERB,B2,beacco,0.0,0.9564,0.0,2.0673,0.1637,0.0,0.0,0.0,0.9564,0.0,1.0679,0.1243,0.0,0.0,0.0,0.6777,B2,word_pos,rendormir,V,rendormir,VER,rendormir,VERB,13652,10969.0
astucieux,ADJ,B2,beacco,0.0,0.956,0.0,0.0,5.0724,0.0,0.0,0.0,0.956,0.0,0.0,6.7,0.0,0.0,0.0,1.5524,B2,word_pos,astucieux,A,astucieux,ADJ,astucieux,ADJ,1120,931.0
intégral,ADJ,B2,beacco,0.0,0.9556,0.0,0.0,2.673,0.0,2.0505,0.0,0.9556,0.0,0.0,0.5531,0.0,4.139,0.0,0.6893,B2,word_pos,intégral,A,intégral,ADJ,intégral,ADJ,8836,7007.0
emménager,VERB,B2,beacco,0.0,0.954,0.0,1.2702,1.0202,0.0,0.0,0.0,0.954,0.0,0.4157,0.5857,0.0,0.0,0.0,0.5739,B2,word_pos,emménager,V,emménager,VER,emménager,VERB,5746,4559.0
atome,NOUN,B2,beacco,0.0,0.9523,0.9991,0.0,0.0,0.0,12.4046,0.0,0.9523,0.9464,0.0,0.0,0.0,24.0018,0.0,1.9968,B2,word_pos,atome,N,atome,NOM,atome,NOUN,1140,948.0
singulièrement,ADV,B2,beacco,0.0,0.9514,0.0,0.0,0.0,0.0,10.2669,28.8683,0.9514,0.0,0.0,0.0,0.0,20.6179,19.328,1.2133,B2,word_pos,singulièrement,ADV,singulièrement,ADV,singulièrement,ADV,14795,11984.0
consumériste,ADJ,B2,beacco,0.0,0.9498,0.0,0.0,0.0,0.0,27.7392,0.0,0.9498,0.0,0.0,0.0,0.0,27.9938,0.0,1.035,B2,word_pos,consumériste,A,consumériste,ADJ,consumériste,ADJ,3742,3007.0
décomposition,NOUN,B2,beacco,0.0,0.9498,0.0,0.0,0.0,0.0,27.7392,0.0,0.9498,0.0,0.0,0.0,0.0,31.3781,0.0,1.2133,B2,word_pos,décomposition,N,décomposition,NOM,décomposition,NOUN,5205,4095.0
fragment,NOUN,B2,beacco,0.0,0.9498,0.0,0.0,0.0,0.0,27.7392,0.0,0.9498,0.0,0.0,0.2504,0.0,31.3781,0.0,1.8906,B2,word_pos,fragment,N,fragment,NOM,fragment,NOUN,7077,5479.0
management,NOUN,B2,beacco,0.0,0.9498,0.0,0.0,0.1812,0.0,8.2019,0.0,0.9498,0.0,0.0,0.185,0.0,4.139,0.0,0.675,B2,word_pos,management,N,management,NOM,management,NOUN,9840,7781.0
duel,NOUN,B2,beacco,0.0,0.9497,0.0,0.3469,2.0405,0.0,0.0,0.0,0.9497,0.0,0.7079,3.022,0.0,0.0,0.0,1.3957,B2,word_pos,duel,N,duel,NOM,duel,NOUN,5075,3979.0
communicant,ADJ,B2,beacco,0.0,0.9491,0.0,0.0,0.0,0.0,26.2593,0.0,0.9491,0.0,0.0,0.0,0.0,20.6179,0.0,0.7913,B2,word_pos,communicant,A,communicant,ADJ,communicant,ADJ,3386,2695.0
questionnaire,NOUN,B2,beacco,0.0,0.9485,0.0,0.2117,0.6802,0.0,2.0505,0.0,0.9485,0.0,0.4157,0.5857,0.0,4.139,0.0,1.3081,B2,word_pos,questionnaire,N,questionnaire,NOM,questionnaire,NOUN,13215,10565.0
irréductible,ADJ,B2,beacco,0.0,0.9472,0.0,0.0,0.0,0.0,8.021,6.4938,0.9472,0.0,0.0,0.0,0.0,3.4423,12.833,0.7262,B2,word_pos,irréductible,A,irréductible,ADJ,irréductible,ADJ,8943,7098.0
syndical,ADJ,B2,beacco,0.0,0.9469,0.0,0.0,0.4732,0.0,9.3035,0.0,0.9469,0.0,0.0,0.438,0.0,12.0009,0.0,1.1997,B2,word_pos,syndical,A,syndical,ADJ,syndical,ADJ,15485,12549.0
toc,ADJ,B2,beacco,0.0,0.9463,,,,,,,,1.2635,1.2222,0.0,0.0,0.0,0.0,0.9463,B2,beacco_only,,,toc,ADJ,toc,ADJ,,12872.0
épouvanter,VERB,B2,beacco,0.0,0.9459,0.0,0.0,4.9686,0.0,0.0,0.0,0.9459,0.0,0.0,13.6375,0.0,0.0,0.0,2.7811,B2,word_pos,épouvanter,V,épouvanter,VER,épouvanter,VERB,17689,14078.0
romantisme,NOUN,B2,beacco,0.0,0.9447,0.0,0.1887,0.4621,0.0,0.0,0.0,0.9447,0.0,0.1937,0.4662,0.0,0.0,0.0,1.0198,B2,word_pos,romantisme,N,romantisme,NOM,romantisme,NOUN,13952,11239.0
londonien,ADJ,B2,beacco,0.0,0.9435,0.0,0.0,0.7236,0.0,9.3035,0.0,0.9435,0.0,0.0,0.6378,0.0,12.0009,0.0,1.1907,B2,word_pos,londonien,A,londonien,ADJ,londonien,ADJ,9551,7526.0
rapatrier,VERB,B2,beacco,0.0,0.9435,0.0,0.0,0.7236,0.0,9.3035,0.0,0.9435,0.0,0.0,0.6378,0.0,6.0005,0.0,0.7013,B2,word_pos,rapatrier,V,rapatrier,VER,rapatrier,VERB,13361,10699.0
radiation,NOUN,B2,beacco,0.0,0.9433,0.0,0.0,0.0,0.0,25.7756,0.0,0.9433,0.0,0.0,0.0,0.0,41.1274,0.0,1.6026,B2,word_pos,radiation,N,radiation,NOM,radiation,NOUN,13277,10618.0
juridiquement,ADV,B2,beacco,0.0,0.941,0.0,0.0,5.346,0.0,0.0,0.0,0.941,0.0,0.0,3.7062,0.0,0.0,0.0,0.6943,B2,word_pos,juridiquement,ADV,juridiquement,ADV,juridiquement,ADV,9131,7245.0
ambigu,ADJ,B2,beacco,0.0,0.9406,0.0,0.0,0.2916,0.0,1.6042,19.2455,0.9406,0.0,0.0,0.5531,0.0,3.4423,19.328,1.5376,B2,word_pos,ambigu,A,ambigu,ADJ,ambigu,ADJ,554,466.0
fuser,VERB,B2,beacco,0.0,0.9405,0.0,0.2599,0.6802,0.0,3.1012,0.0,0.9405,0.0,0.5213,0.5857,0.0,6.0005,0.0,1.3521,B2,word_pos,fuser,V,fuser,VER,fuser,VERB,7218,5606.0
abattage,NOUN,B2,beacco,0.0,0.9382,0.0,0.0,0.6802,0.0,9.3035,0.0,0.9382,0.0,0.0,0.5857,0.0,18.0014,0.0,1.6104,B2,word_pos,abattage,N,abattage,NOM,abattage,NOUN,13,7.0
victorien,ADJ,B2,beacco,0.0,0.9382,0.0,0.0,0.6802,0.0,9.3035,0.0,0.9382,0.0,0.0,0.5857,0.0,6.0005,0.0,0.684,B2,word_pos,victorien,A,victorien,ADJ,victorien,ADJ,16809,13517.0
viril,ADJ,B2,beacco,0.0,0.9382,0.0,0.0,0.6802,0.0,9.3035,0.0,0.9382,0.0,0.0,0.5857,0.0,6.0005,0.0,0.684,B2,word_pos,viril,A,viril,ADJ,viril,ADJ,16885,13580.0
ponction,NOUN,B2,beacco,0.0,0.9375,0.0,0.3702,0.0,0.0,12.4046,0.0,0.9375,0.0,0.606,0.0,0.0,6.0005,0.0,0.623,B2,word_pos,ponction,N,ponction,NOM,ponction,NOUN,12391,9843.0
styliser,VERB,B2,beacco,0.0,0.9363,0.0,0.0,0.6228,0.0,9.3035,0.0,0.9363,0.0,0.0,0.3906,0.0,6.0005,0.0,0.5978,B2,word_pos,styliser,V,styliser,VER,styliser,VERB,15216,12329.0
convoquer,VERB,B2,beacco,0.0,0.9357,3.6868,0.0,0.0,0.0,0.0,4.1173,0.9357,7.3458,0.186,0.0,0.0,0.0,4.0185,2.1725,B2,word_pos,convoquer,V,convoquer,VER,convoquer,VERB,3882,3133.0
possesseur,NOUN,B2,beacco,0.0,0.9357,0.0,0.2117,0.0,0.0,12.4046,0.0,0.9357,0.0,0.4157,0.0,0.0,6.0005,0.0,0.4743,B2,word_pos,possesseur,N,possesseur,NOM,possesseur,NOUN,12454,9902.0
buveur,NOUN,B2,beacco,0.0,0.9344,0.5693,0.0,0.4589,0.0,1.6042,0.0,0.9344,1.1764,0.0,0.487,0.0,3.4423,0.0,1.3995,B2,word_pos,buveur,N,buveur,NOM,buveur,NOUN,2290,1778.0
extraction,NOUN,B2,beacco,0.0,0.9327,0.0,0.2035,0.0,0.0,12.4046,0.0,0.9327,0.0,0.3851,0.0,0.0,24.0018,0.0,1.902,B2,word_pos,extraction,N,extraction,NOM,extraction,NOUN,6538,5021.0
paresseux,NOUN,B2,beacco,0.0,0.9322,0.0,0.0,5.4847,0.0,0.0,0.0,0.9322,0.0,0.0,7.5084,1.2705,0.0,0.0,2.6614,B2,word_pos,paresseux,N,paresseux,NOM,paresseux,NOUN,11665,9226.0
usagé,ADJ,B2,beacco,0.0,0.9319,0.0,3.4332,0.0,0.0,6.2023,0.0,0.9319,0.0,3.9981,0.0,0.0,6.0005,0.0,1.3253,B2,word_pos,usagé,A,usagé,ADJ,usagé,ADJ,16583,13324.0
traverse,NOUN,B2,beacco,0.0,0.9311,0.0,0.0,0.6122,0.0,9.3035,0.0,0.9311,0.0,0.0,0.4317,0.0,6.0005,0.0,0.6194,B2,word_pos,traverse,N,traverse,NOM,traverse,NOUN,16131,13074.0
bricoleur,NOUN,B2,beacco,0.0,0.9282,0.0,6.6849,0.0,0.0,0.0,0.0,0.9282,0.0,4.7165,0.0,0.0,0.0,0.0,0.6773,B2,word_pos,bricoleur,N,bricoleur,NOM,bricoleur,NOUN,2178,1684.0
ferroviaire,ADJ,B2,beacco,0.0,0.9275,0.0,0.0,4.8943,0.0,0.0,0.0,0.9275,0.0,0.0,7.7393,0.0,0.0,0.0,1.5448,B2,word_pos,ferroviaire,A,ferroviaire,ADJ,ferroviaire,ADJ,6758,5193.0
stupéfiant,NOUN,B2,beacco,0.0,0.9275,0.5025,0.0,0.0,0.0,12.4046,0.0,0.9275,0.9051,0.0,0.0,0.0,12.0009,0.0,1.1544,B2,word_pos,stupéfiant,N,stupéfiant,NOM,stupéfiant,NOUN,15211,12325.0
bronzer,VERB,B2,beacco,0.0,0.9271,0.5025,2.9464,0.0,0.0,0.0,0.0,0.9271,0.9051,4.5382,0.0,0.0,0.0,0.0,1.4801,B2,word_pos,bronzer,V,bronzer,VER,bronzer,VERB,2212,1712.0
choucroute,NOUN,B2,beacco,0.0,0.926,2.2771,0.0,0.1812,0.0,0.0,0.0,0.926,1.1764,0.0,0.185,0.0,0.0,0.0,0.6032,B2,word_pos,choucroute,N,choucroute,NOM,choucroute,NOUN,2966,2344.0
migrant,ADJ,B2,beacco,0.0,0.9254,0.0,0.0,0.5833,0.0,0.0,38.491,0.9254,0.0,0.0,0.5531,0.0,0.0,38.656,1.173,B2,word_pos,migrant,A,migrant,ADJ,migrant,ADJ,10185,8080.0
israélien,NOUN,B2,beacco,0.0,0.9245,0.0,0.0,2.3658,0.0,3.1012,0.0,0.9245,0.0,0.0,0.438,0.0,6.0005,0.0,0.7202,B2,word_pos,israélien,N,israélien,NOM,israélien,NOUN,8965,7117.0
métrage,NOUN,B2,beacco,0.0,0.9222,0.0,1.6721,0.2076,0.0,1.6042,0.0,0.9222,0.0,0.1276,0.3906,0.0,3.4423,0.0,0.9414,B2,word_pos,métrage,N,métrage,NOM,métrage,NOUN,10751,8542.0
aromatique,ADJ,B2,beacco,0.0,0.9185,0.0,0.0,0.0,0.0,15.6669,6.176,0.9185,0.0,0.0,0.0,0.0,31.3528,4.0185,1.4437,B2,word_pos,aromatique,A,aromatique,ADJ,aromatique,ADJ,957,792.0
kaléidoscope,NOUN,B2,beacco,0.0,0.9185,0.0,0.0,0.0,0.0,25.5257,0.0,0.9185,0.0,0.0,0.0,0.0,20.024,0.0,0.7219,B2,word_pos,kaléidoscope,N,kaléidoscope,NOM,kaléidoscope,NOUN,9200,7267.0
truffer,VERB,B2,beacco,0.0,0.9179,0.0,0.0,0.0,0.0,12.4046,9.6228,0.9179,0.9051,0.0,0.0,0.0,6.0005,19.328,1.1544,B2,word_pos,truffer,V,truffer,VER,truffer,VERB,16252,13179.0
ultra,ADJ,B2,beacco,0.0,0.9153,,,,,,,,0.0,0.1865,0.0,0.0,20.024,0.0,0.9153,B2,beacco_only,,,ultra,ADJ,ultra,ADJ,,13280.0
sociologie,NOUN,B2,beacco,0.0,0.9082,0.0,0.0,2.3458,0.0,0.0,9.6228,0.9082,0.0,0.0,4.5626,0.0,0.0,19.328,1.6322,B2,word_pos,sociologie,N,sociologie,NOM,sociologie,NOUN,14859,12023.0
impuissant,ADJ,B2,beacco,0.0,0.908,0.0,0.0,2.6076,0.0,2.0505,0.0,0.908,0.0,0.0,6.819,0.0,8.2781,0.0,3.2297,B2,word_pos,impuissant,A,impuissant,ADJ,impuissant,ADJ,8324,6523.0
scier,VERB,B2,beacco,0.0,0.9034,0.0,0.0,4.8869,0.0,0.0,0.0,0.9034,0.0,0.0,9.5686,0.0,0.0,0.0,1.9427,B2,word_pos,scier,V,scier,VER,scier,VERB,14564,11788.0
irréversible,ADJ,B2,beacco,0.0,0.9025,0.0,0.0,2.3245,0.0,0.0,9.6228,0.9025,0.0,0.0,3.5156,0.0,0.0,19.328,1.4566,B2,word_pos,irréversible,A,irréversible,ADJ,irréversible,ADJ,8952,7107.0
constructif,ADJ,B2,beacco,0.0,0.9023,0.0,0.0,0.4186,0.0,8.2019,0.0,0.9023,0.0,0.0,0.2437,0.0,4.139,0.0,0.698,B2,word_pos,constructif,A,constructif,ADJ,constructif,ADJ,3729,2996.0
chamois,NOUN,B2,beacco,0.0,0.9013,0.0,0.0,4.8562,0.0,0.0,0.0,0.9013,0.0,0.0,8.8561,0.0,0.0,0.0,2.0504,B2,word_pos,chamois,N,chamois,NOM,chamois,NOUN,2761,2177.0
technocrate,NOUN,B2,beacco,0.0,0.9012,0.0,0.0,0.2719,0.0,0.0,19.4814,0.9012,0.0,0.0,0.185,0.0,0.0,12.833,0.675,B2,word_pos,technocrate,N,technocrate,NOM,technocrate,NOUN,15700,12720.0
heaume,NOUN,B2,beacco,0.0,0.8997,0.3983,2.7403,0.0,0.0,0.0,0.0,0.8997,0.8346,3.9055,0.0,0.0,0.0,0.0,1.4093,B2,word_pos,heaume,N,heaume,NOM,heaume,NOUN,7835,6131.0
nue,NOUN,B2,beacco,0.0,0.8982,0.0,0.0,2.4732,0.0,0.0,9.6228,0.8982,0.0,0.0,14.8599,1.2705,0.0,19.328,5.5005,B2,word_pos,nue,N,nue,NOM,nue,NOUN,11033,8761.0
endurance,NOUN,B2,beacco,0.0,0.8972,0.0,0.0,0.0,0.0,6.2023,90.913,0.8972,0.0,0.0,0.0,0.0,6.0005,25.6659,1.035,B2,word_pos,endurance,N,endurance,NOM,endurance,NOUN,6114,4647.0
interagir,VERB,B2,beacco,0.0,0.8959,0.0,0.0,0.3618,0.0,1.6042,12.352,0.8959,0.0,0.0,0.6378,0.0,3.4423,8.037,1.241,B2,word_pos,interagir,V,interagir,VER,interagir,VERB,8747,6928.0
trompe,NOUN,B2,beacco,0.0,0.8949,2.4086,0.3469,0.1883,0.0,0.0,0.0,0.8949,1.4639,0.7079,0.3933,0.0,0.0,0.0,1.3249,B2,word_pos,trompe,N,trompe,NOM,trompe,NOUN,16217,13146.0
brin,NOUN,B2,beacco,0.0,0.8948,0.0,0.0,0.4809,0.0,9.3035,0.0,0.8948,0.0,0.0,0.4665,0.0,6.0005,0.0,0.636,B2,word_pos,brin,N,brin,NOM,brin,NOUN,2192,1695.0
rectangulaire,ADJ,B2,beacco,0.0,0.8948,0.0,0.0,0.4809,0.0,9.3035,0.0,0.8948,0.0,0.0,0.4665,0.0,6.0005,0.0,0.636,B2,word_pos,rectangulaire,A,rectangulaire,ADJ,rectangulaire,ADJ,13498,10825.0
instantané,NOUN,B2,beacco,0.0,0.8888,0.0,0.0,4.8114,0.0,0.0,0.0,0.8888,0.0,0.0,2.9677,0.0,0.0,0.0,0.6813,B2,word_pos,instantané,N,instantané,NOM,instantané,NOUN,8683,6867.0
faillite,NOUN,B2,beacco,0.0,0.8874,1.2043,0.0,0.3401,0.0,4.101,0.0,0.8874,0.7319,0.0,0.5857,0.0,4.139,0.0,1.1482,B2,word_pos,faillite,N,faillite,NOM,faillite,NOUN,6610,5078.0
illégitime,ADJ,B2,beacco,0.0,0.887,0.0,0.0,0.2916,0.0,3.1012,25.9752,0.887,0.0,0.0,0.5531,0.0,6.0005,12.833,1.5432,B2,word_pos,illégitime,A,illégitime,ADJ,illégitime,ADJ,8191,6400.0
globaliser,VERB,B2,beacco,0.0,0.886,0.0,0.0,0.6802,0.0,6.1515,0.0,0.886,0.0,0.0,0.5857,0.0,4.139,0.0,0.6985,B2,word_pos,globaliser,V,globaliser,VER,globaliser,VERB,7453,5802.0
inventivité,NOUN,B2,beacco,0.0,0.886,0.0,0.0,0.5833,0.0,6.1515,0.0,0.886,0.0,0.0,1.1062,0.0,4.139,0.0,0.8473,B2,word_pos,inventivité,N,inventivité,NOM,inventivité,NOUN,8876,7039.0
fournisseur,NOUN,B2,beacco,0.0,0.8848,0.0,0.0,0.0,0.0,24.6958,0.0,0.8848,0.0,0.0,0.0,0.0,27.403,0.0,0.9385,B2,word_pos,fournisseur,N,fournisseur,NOM,fournisseur,NOUN,7061,5463.0
périmètre,NOUN,B2,beacco,0.0,0.8832,0.0,0.0,0.4732,0.0,6.1515,0.0,0.8832,0.0,0.0,0.438,0.0,4.139,0.0,0.725,B2,word_pos,périmètre,N,périmètre,NOM,périmètre,NOUN,13111,10496.0
visa,NOUN,B2,beacco,0.0,0.8819,0.0,0.0,4.4437,0.0,0.0,0.0,0.8819,0.0,0.0,3.5715,0.0,0.0,0.0,0.6976,B2,word_pos,visa,N,visa,NOM,visa,NOUN,16893,13588.0
poussiéreux,ADJ,B2,beacco,0.0,0.8807,0.0,0.0,4.404,0.0,0.0,0.0,0.8807,0.0,0.0,3.5822,0.0,0.0,0.0,0.7026,B2,word_pos,poussiéreux,A,poussiéreux,ADJ,poussiéreux,ADJ,12547,9973.0
